district,property_type,bedrooms,bathrooms,floors,land_perches,floor_area_sqft,age_years,has_garage,has_pool,furnished,price_lkr
Kurunegala,Land & House,5,4,1,32.8,1788.0,7,0,0,1,47103657
Badulla,House,5,5,1,7.3,1846.0,21,0,0,0,22326265
Kandy,Apartment,3,2,1,10.0,1241.0,20,0,0,0,35322471
Kandy,Land & House,4,4,1,12.6,1527.0,8,1,0,0,79340444
Matara,Apartment,3,2,2,53.1,1300.0,2,0,0,0,30449334
Kandy,Villa,2,1,1,10.8,992.0,5,1,0,0,61438960
Ratnapura,House,4,3,1,11.2,1701.0,11,0,0,1,32827336
Kurunegala,House,3,3,1,19.9,1158.0,28,1,0,1,21253956
Kandy,Apartment,4,3,1,12.2,1379.0,37,0,0,0,25424377
Matara,House,3,2,2,49.3,1134.0,15,1,0,0,32493670
Matara,Land & House,3,2,2,37.7,1373.0,7,0,0,1,40844566
Colombo,House,2,1,2,14.8,1065.0,18,0,0,0,98576017
Anuradhapura,Land & House,3,3,1,19.5,1206.0,6,0,0,0,29642874
Galle,Land & House,2,1,3,4.9,1142.0,15,0,0,1,44977214
Kurunegala,House,2,2,2,21.8,919.0,4,1,0,1,20750937
Kandy,House,6,5,1,22.4,2315.0,5,1,0,0,95267369
Anuradhapura,Land & House,2,2,1,10.7,1017.0,1,0,0,0,20909526
Kandy,Land & House,3,2,3,7.7,1278.0,8,0,0,0,56522319
Colombo,House,3,3,2,41.0,1342.0,14,1,0,0,198666683
Anuradhapura,House,4,4,2,12.3,1602.0,22,0,0,1,25265406
Colombo,Apartment,2,2,1,19.9,700.0,23,1,0,1,73058203
Kandy,Apartment,4,3,1,4.5,1437.0,40,0,0,1,22541509
Ratnapura,House,4,3,2,12.0,1737.0,1,1,0,1,35482633
Ratnapura,Villa,2,1,2,29.5,1040.0,10,1,0,0,29695203
Negombo,House,3,3,2,11.4,1496.0,11,1,1,1,87158173
Negombo,House,5,4,2,17.9,2050.0,23,0,0,1,83365336
Galle,House,4,3,1,7.5,1374.0,5,1,0,1,59607791
Kandy,House,4,4,2,12.1,1676.0,1,0,0,0,63650616
Kandy,House,2,1,3,43.4,1011.0,6,1,0,1,50586778
Jaffna,Apartment,3,2,3,16.5,1379.0,39,1,1,1,24632183
Matara,House,3,3,1,38.8,1258.0,31,0,0,1,27325359
Kurunegala,House,2,2,1,38.8,869.0,8,0,0,0,20477009
Matara,House,3,2,2,47.3,1408.0,29,0,0,0,28153412
Colombo,Land & House,4,4,2,37.9,1664.0,0,0,0,0,279487325
Galle,House,3,2,2,4.0,1429.0,6,1,0,1,64920244
Colombo,House,4,3,3,44.8,1808.0,19,1,0,1,241986606
Galle,Apartment,4,3,2,6.2,1811.0,4,1,1,0,62268150
Galle,Land & House,3,2,2,4.6,1384.0,3,0,0,1,77556104
Anuradhapura,House,4,4,1,4.9,1529.0,27,0,0,0,21187674
Kandy,Apartment,2,1,1,10.4,871.0,14,1,1,0,34271704
Colombo,Villa,4,4,1,18.5,1548.0,39,1,0,0,195792712
Colombo,Apartment,2,1,3,11.7,1309.0,2,1,0,0,91649359
Matara,House,2,1,1,4.4,874.0,7,1,0,1,23163138
Negombo,Apartment,4,3,1,13.7,1549.0,6,0,0,0,61708964
Colombo,House,3,2,2,12.8,1326.0,29,1,0,0,106909668
Colombo,Apartment,5,4,2,25.2,2134.0,4,1,0,0,182018939
Jaffna,Villa,3,3,2,8.9,1420.0,7,1,0,0,53906768
Colombo,House,3,2,1,7.7,1172.0,2,0,0,0,97488445
Kurunegala,Villa,3,3,2,8.4,1234.0,22,0,0,0,32323274
Jaffna,House,3,2,1,9.4,1109.0,4,0,0,0,24638953
Colombo,Villa,3,3,1,17.7,1181.0,1,0,0,0,212619335
Colombo,Apartment,4,3,1,13.6,1684.0,9,1,0,0,123840697
Badulla,House,4,4,1,10.2,1524.0,8,1,0,0,25224357
Kandy,House,5,4,1,11.0,1840.0,3,0,0,0,70139702
Kandy,Land & House,6,5,2,11.0,2223.0,2,1,0,0,110632640
Kurunegala,House,3,2,1,57.9,1351.0,31,0,0,0,26531050
Ratnapura,House,4,4,2,8.0,1756.0,1,0,1,0,30265869
Badulla,House,3,2,1,29.6,1279.0,1,0,0,1,23736095
Matara,Apartment,4,4,1,22.5,1646.0,4,1,0,0,31690192
Kandy,Apartment,3,2,2,4.1,1333.0,36,0,0,1,27524152
Colombo,House,6,6,3,78.8,2558.0,1,1,0,0,390971833
Matara,House,4,3,2,25.2,1848.0,24,0,0,0,37420641
Negombo,House,6,6,3,21.2,2567.0,30,1,0,0,99610361
Kandy,House,4,3,2,11.8,1758.0,7,0,0,1,58057532
Anuradhapura,House,5,4,2,16.2,2137.0,5,0,0,0,33498949
Colombo,Villa,4,4,2,8.4,1764.0,17,0,0,1,226044493
Galle,House,3,2,2,4.5,1337.0,18,0,0,0,43255090
Colombo,House,3,2,1,31.1,1196.0,22,0,0,0,140709160
Galle,House,3,3,2,38.0,1427.0,24,1,1,0,74126260
Colombo,Land & House,1,1,1,6.7,577.0,5,0,0,1,81424047
Colombo,Land & House,3,2,1,27.2,1316.0,17,1,0,1,211689724
Colombo,Villa,3,3,2,24.3,1405.0,2,1,0,0,247508460
Negombo,House,3,2,1,6.9,1259.0,11,0,0,1,49888486
Matara,House,6,6,1,12.2,2205.0,14,0,0,0,42971808
Negombo,House,5,5,1,12.2,1841.0,3,1,0,0,85039486
Ratnapura,House,2,1,3,25.4,1228.0,1,0,0,0,19088063
Kandy,Apartment,3,2,1,31.3,1142.0,3,1,0,0,42776381
Kandy,Villa,3,2,1,5.5,1197.0,8,0,0,1,64123936
Anuradhapura,Land & House,3,2,3,16.4,1637.0,30,0,0,0,26263066
Colombo,Villa,4,3,1,25.5,1672.0,12,0,0,1,297677826
Ratnapura,House,3,2,1,27.1,1230.0,20,1,1,1,22795451
Colombo,Apartment,3,3,1,6.4,1170.0,3,1,0,0,79687328
Ratnapura,House,5,4,1,15.2,1887.0,2,1,0,1,40209920
Colombo,House,4,3,1,33.2,1636.0,4,1,1,0,218424875
Anuradhapura,Villa,2,2,1,9.8,846.0,6,0,0,0,19696172
Galle,House,4,3,1,12.3,1494.0,12,0,0,1,56792404
Badulla,House,3,3,2,28.5,1471.0,29,0,0,1,20332596
Colombo,House,3,2,2,5.4,1368.0,8,0,0,1,105415708
Negombo,Apartment,2,1,2,33.4,942.0,11,0,1,1,55925803
Ratnapura,Villa,3,2,1,9.6,1247.0,0,1,0,1,42912073
Galle,House,3,3,1,4.0,1297.0,0,1,0,0,55333914
Negombo,Villa,3,2,2,8.0,1249.0,1,1,0,1,92688429
Jaffna,House,4,4,1,5.4,1529.0,18,0,0,1,32230596
Galle,House,4,3,2,5.5,1675.0,10,0,0,1,55569965
Negombo,Villa,2,1,1,21.7,895.0,3,0,1,0,112969459
Negombo,Apartment,1,1,2,7.6,713.0,13,1,0,0,29533865
Anuradhapura,Land & House,4,3,1,44.9,1494.0,12,0,0,0,34193865
Colombo,House,1,1,1,14.9,400.0,1,0,0,0,72040407
Kandy,Apartment,5,5,2,13.2,2153.0,15,1,0,1,55213449
Ratnapura,Apartment,4,4,2,12.5,1588.0,21,0,0,1,19962655
Anuradhapura,Land & House,3,2,1,21.7,1227.0,5,1,0,1,30207646
Galle,House,2,1,3,13.0,1136.0,17,0,0,0,41671546
Negombo,Villa,1,1,1,6.1,516.0,3,0,1,0,56619143
Colombo,Apartment,2,1,1,35.8,1015.0,21,1,1,1,135344215
Colombo,House,2,1,2,12.4,1303.0,32,0,0,0,89381151
Galle,Apartment,4,4,2,5.2,1536.0,9,1,0,0,48365211
Kandy,House,2,1,3,15.3,1248.0,4,0,0,0,49458471
Negombo,Apartment,3,2,1,19.6,1184.0,8,0,0,1,42767367
Colombo,Land & House,3,3,1,8.8,1304.0,4,0,0,1,174855648
Badulla,Apartment,3,3,2,28.2,1445.0,0,1,0,1,21038176
Badulla,Apartment,1,1,1,20.6,640.0,16,0,0,0,7382097
Jaffna,Apartment,1,1,1,19.8,528.0,0,0,0,0,14072166
Galle,House,1,1,1,12.2,411.0,4,1,0,0,26998927
Kandy,House,4,4,1,53.0,1642.0,19,1,0,1,78816920
Kurunegala,Apartment,3,2,1,8.8,1211.0,16,0,0,0,17800010
Jaffna,House,4,3,1,16.9,1526.0,1,0,0,0,38004114
Colombo,House,3,2,2,9.5,1302.0,16,0,0,1,114463850
Anuradhapura,Apartment,3,2,2,24.5,1450.0,34,0,0,1,14107708
Kurunegala,House,3,3,1,4.7,1360.0,1,0,0,0,25580596
Ratnapura,House,4,3,1,4.7,1430.0,8,0,0,0,25017240
Matara,Apartment,3,3,1,29.0,1262.0,20,1,0,0,24939861
Negombo,House,2,2,1,12.5,812.0,17,0,1,0,50103169
Kandy,Land & House,3,2,2,10.3,1203.0,4,0,0,0,56600752
Ratnapura,Land & House,3,2,3,18.0,1514.0,3,0,0,0,34193641
Anuradhapura,Villa,3,2,2,22.2,1266.0,22,0,0,1,30827931
Colombo,House,4,3,2,7.4,1542.0,36,0,0,0,90511671
Colombo,Villa,3,3,1,7.1,1121.0,21,0,0,0,117989406
Kandy,Villa,4,4,1,51.6,1447.0,37,0,1,0,110290981
Kurunegala,Villa,3,3,3,17.4,1435.0,14,0,0,1,45378546
Badulla,House,4,3,3,11.4,1717.0,34,1,0,0,21442302
Colombo,Apartment,4,3,1,28.3,1510.0,18,0,0,0,136384429
Negombo,Villa,3,3,1,15.2,1128.0,32,0,0,1,78362177
Kandy,Apartment,4,3,2,8.1,1737.0,3,1,0,0,46232735
Ratnapura,Apartment,5,5,1,7.5,1959.0,24,0,0,0,23825855
Kurunegala,Apartment,3,2,2,11.6,1376.0,3,1,0,0,24582385
Kurunegala,Apartment,3,2,2,33.5,1326.0,0,0,1,0,26079148
Galle,House,4,4,1,5.0,1523.0,11,0,0,0,47546173
Kandy,Apartment,3,2,3,7.7,1416.0,6,0,0,1,35460650
Colombo,House,2,1,3,37.5,1068.0,0,0,0,1,180333301
Colombo,House,5,4,3,5.9,2270.0,39,0,0,1,112736637
Anuradhapura,House,1,1,1,18.9,400.0,16,0,0,1,7936088
Kurunegala,Apartment,4,4,1,7.6,1541.0,31,0,0,0,16780823
Badulla,House,4,3,2,18.0,1667.0,40,1,0,1,20371157
Badulla,Apartment,6,5,1,11.2,2309.0,8,1,0,0,27752843
Negombo,Villa,2,2,1,5.6,707.0,4,0,0,0,50796494
Matara,House,3,3,1,17.1,1201.0,3,0,0,0,28420173
Ratnapura,House,3,2,2,21.2,1384.0,11,1,1,1,29135313
Kurunegala,House,3,3,1,21.1,1009.0,14,1,0,1,23175442
Colombo,Land & House,2,1,1,19.2,742.0,10,1,0,1,132292669
Galle,Apartment,3,2,1,14.4,1190.0,8,1,0,1,45239639
Colombo,Apartment,3,2,2,15.0,1401.0,3,0,0,1,111631438
Ratnapura,House,2,1,2,19.1,1018.0,9,1,0,1,21562719
Negombo,Apartment,4,4,1,21.6,1606.0,1,1,1,0,81704710
Colombo,Land & House,4,4,3,20.0,1742.0,28,0,0,1,203568060
Jaffna,Villa,4,3,1,17.3,1391.0,0,1,0,1,64919240
Negombo,Apartment,5,4,2,6.5,2058.0,7,0,0,1,66376465
Kandy,House,3,2,2,7.5,1227.0,1,1,0,0,50494242
Colombo,House,6,5,2,8.5,2313.0,22,0,0,1,165585035
Jaffna,House,5,5,1,41.8,1993.0,6,1,0,1,61808905
Galle,House,3,3,3,25.4,1518.0,2,1,0,0,74350052
Matara,House,2,1,3,16.1,1093.0,12,0,0,0,19761209
Galle,House,3,2,2,8.4,1280.0,32,0,0,0,45492587
Kurunegala,House,3,3,1,5.8,1262.0,32,0,0,0,16672227
Negombo,Land & House,3,3,1,38.4,1221.0,4,1,0,0,100815148
Negombo,Apartment,3,3,2,37.5,1228.0,19,0,0,0,59363340
Anuradhapura,Villa,4,4,1,5.8,1355.0,0,1,0,1,38880496
Kandy,Villa,3,2,2,27.9,1538.0,2,0,0,1,100889971
Colombo,House,2,1,1,12.9,727.0,10,1,0,0,88151154
Colombo,Villa,5,4,2,9.9,2102.0,4,0,0,0,270911783
Matara,House,3,2,1,24.2,1351.0,23,1,1,0,32120469
Negombo,Apartment,6,5,1,18.3,2264.0,34,0,0,1,74163681
Jaffna,House,2,1,1,26.7,789.0,0,0,0,0,24068149
Colombo,Land & House,6,6,1,5.2,2107.0,4,0,0,1,202682049
Colombo,House,2,1,2,9.8,855.0,9,1,0,1,99557635
Colombo,House,2,2,2,9.8,1037.0,13,0,0,0,81863742
Kandy,Land & House,1,1,2,10.0,795.0,32,0,0,0,27320848
Negombo,House,4,4,2,14.5,1660.0,30,0,0,0,56406945
Kandy,Apartment,5,4,2,9.0,1994.0,15,0,0,1,51937116
Galle,Villa,3,3,1,12.8,1269.0,4,0,1,0,101694044
Anuradhapura,Villa,5,5,1,10.9,1831.0,22,1,0,1,45661250
Kandy,Land & House,3,2,1,23.9,1227.0,3,0,0,0,67490536
Galle,Land & House,4,3,2,17.9,1704.0,37,1,1,0,87637504
Matara,House,4,3,1,19.9,1509.0,0,0,0,0,37116538
Kandy,Villa,3,2,1,7.5,1198.0,13,0,0,1,59071951
Negombo,Apartment,3,3,2,9.9,1526.0,1,0,1,0,60546404
Anuradhapura,Apartment,5,5,3,4.3,2260.0,8,0,0,0,29674006
Ratnapura,House,5,4,2,5.7,2159.0,15,1,0,0,33006191
Colombo,Apartment,6,5,2,8.6,2308.0,18,0,0,0,135576625
Ratnapura,Land & House,5,4,2,5.0,2159.0,22,0,0,0,43202358
Galle,Land & House,2,1,1,17.8,913.0,13,1,0,0,49637594
Colombo,House,4,3,2,98.2,1550.0,4,0,0,0,360761926
Galle,House,3,2,2,5.6,1403.0,30,0,0,0,43561457
Badulla,House,6,6,1,29.8,2198.0,23,1,0,1,32319524
Galle,Villa,3,3,1,5.9,1045.0,3,0,0,1,68190223
Kandy,Villa,3,2,1,20.6,1212.0,24,0,0,0,69326118
Negombo,Apartment,3,3,1,19.5,1253.0,38,0,0,1,42695601
Colombo,House,3,3,3,39.0,1515.0,15,0,0,0,177304561
Colombo,House,2,2,1,5.8,839.0,5,1,0,1,95652688
Colombo,Apartment,5,5,1,9.7,1866.0,14,0,0,0,98364364
Colombo,Land & House,4,4,2,5.4,1946.0,6,0,0,0,163603664
Colombo,Apartment,2,2,2,11.8,881.0,17,1,0,0,67601912
Colombo,House,4,3,2,40.4,1787.0,12,0,0,0,209658847
Negombo,Apartment,4,3,2,26.8,1701.0,34,1,0,1,57210922
Colombo,House,3,2,1,23.3,1114.0,14,1,0,0,129690587
Kandy,Land & House,3,2,2,15.4,1345.0,4,0,0,0,60689986
Anuradhapura,House,5,5,1,36.2,1760.0,19,1,0,1,30596407
Galle,Apartment,4,4,1,13.0,1490.0,5,0,0,0,46917513
Jaffna,House,3,3,1,6.4,1195.0,5,0,0,0,28408172
Colombo,Apartment,4,3,1,31.3,1394.0,8,1,0,0,147733764
Colombo,Apartment,2,1,3,8.9,1200.0,0,1,0,0,89169898
Colombo,Villa,3,3,3,4.8,1403.0,38,1,0,0,131730585
Colombo,House,2,2,2,6.0,854.0,12,1,0,0,82263306
Colombo,House,2,1,1,18.1,741.0,22,1,0,0,87382660
Colombo,House,4,3,3,18.0,2067.0,4,0,0,0,167984128
Colombo,Apartment,5,4,2,8.5,1852.0,20,0,0,1,100677847
Colombo,House,3,3,1,23.5,1243.0,13,1,0,0,141794561
Galle,Apartment,2,2,2,26.3,924.0,8,0,0,1,41785609
Colombo,Land & House,4,3,1,42.0,1514.0,38,1,0,0,226946789
Kandy,Land & House,5,4,1,17.2,1960.0,10,0,0,0,99851989
Galle,House,4,3,2,26.7,1755.0,16,1,1,0,90385461
Jaffna,Apartment,5,4,2,25.0,1981.0,0,1,0,0,40244293
Colombo,House,3,2,1,8.5,1064.0,5,0,0,0,93713932
Kurunegala,Apartment,4,3,2,9.6,1762.0,30,0,0,1,17440528
Negombo,Villa,2,2,3,13.8,1205.0,21,0,0,0,75544891
Colombo,House,3,3,2,4.3,1321.0,12,0,1,0,107239933
Anuradhapura,House,3,2,1,9.3,1244.0,31,1,0,0,14064625
Ratnapura,Villa,3,3,1,13.6,1155.0,10,0,0,0,37089046
Colombo,Land & House,5,4,1,5.7,1817.0,13,0,0,0,166308892
Colombo,House,5,4,3,6.0,2200.0,7,1,0,0,142021048
Kurunegala,Apartment,2,1,1,13.3,901.0,14,1,0,0,13952542
Matara,House,2,1,1,23.7,880.0,6,0,0,1,25600224
Colombo,House,3,2,1,30.9,1250.0,8,0,0,0,187355817
Colombo,Land & House,3,2,3,15.9,1423.0,37,0,0,1,135915676
Kandy,Villa,4,3,2,13.7,1858.0,2,0,0,1,110014419
Galle,Villa,5,4,2,11.3,2015.0,2,0,0,0,141865989
Negombo,House,6,5,1,7.2,2238.0,0,1,0,0,102795162
Kandy,Villa,4,4,1,6.4,1418.0,6,0,0,0,79252479
Galle,House,4,3,3,27.5,1830.0,8,0,0,1,88172120
Matara,House,3,2,3,13.4,1553.0,1,0,0,0,30192049
Colombo,Apartment,2,1,3,27.4,1226.0,12,1,0,0,135547857
Colombo,House,3,3,3,22.3,1656.0,13,0,0,0,145905122
Jaffna,Villa,3,2,2,7.2,1402.0,21,0,0,0,40918221
Anuradhapura,Apartment,4,3,2,14.7,1727.0,38,0,0,0,16563955
Galle,House,2,1,2,12.8,955.0,14,1,0,0,44699451
Galle,House,3,2,2,12.3,1283.0,2,0,0,0,56788581
Colombo,House,3,2,1,15.7,1297.0,1,0,0,1,137660243
Galle,House,6,6,1,64.3,2345.0,22,0,1,1,123522669
Galle,Apartment,3,2,3,29.1,1392.0,16,0,0,1,55352511
Colombo,Villa,4,4,1,39.1,1622.0,3,0,0,0,350448945
Colombo,House,4,3,2,4.5,1765.0,4,1,0,0,131372834
Kandy,House,3,2,1,6.3,1088.0,21,0,0,0,30647235
Colombo,Apartment,3,2,1,5.3,1254.0,13,1,0,0,85346387
Kandy,Villa,5,4,1,8.6,1795.0,13,0,0,0,86053283
Colombo,House,3,2,1,12.7,957.0,4,1,0,1,100109662
Kandy,House,5,5,1,19.4,1883.0,15,0,0,0,62483016
Colombo,Apartment,2,2,1,14.4,,21,0,0,1,69397263
Anuradhapura,House,2,1,2,39.0,988.0,29,0,0,0,16308368
Negombo,House,5,4,1,46.2,2186.0,20,0,1,0,105277301
Jaffna,Villa,4,3,1,6.7,1587.0,13,0,0,0,54845086
Matara,Apartment,6,6,1,32.8,2264.0,17,0,0,1,41870575
Galle,Apartment,4,4,2,13.9,1742.0,10,1,0,0,53261313
Colombo,Villa,5,5,2,13.1,2005.0,4,1,0,0,293925813
Galle,Apartment,4,4,2,27.1,1792.0,29,1,0,1,46419763
Negombo,House,4,3,1,5.5,1586.0,12,1,1,0,83412577
Matara,House,3,3,1,36.1,1231.0,14,0,0,1,32113651
Galle,House,3,2,2,20.7,1287.0,40,1,1,0,51748665
Colombo,House,5,5,2,35.2,1893.0,39,0,0,0,144278119
Kandy,Apartment,3,3,1,82.0,1149.0,13,1,0,0,65576282
Kandy,Land & House,3,2,1,14.9,1228.0,0,0,0,0,60603946
Negombo,Land & House,3,3,1,5.5,1155.0,8,1,0,1,56134869
Negombo,Apartment,3,3,1,6.7,1229.0,34,0,0,1,35927972
Kandy,House,3,3,2,9.9,1326.0,5,0,0,1,52439741
Badulla,House,1,1,2,5.6,693.0,40,0,0,1,8301391
Negombo,Villa,5,4,1,29.3,1802.0,1,1,0,0,150830277
Colombo,Apartment,3,3,1,9.3,1219.0,13,0,0,0,67507884
Colombo,Apartment,3,2,3,59.9,1435.0,11,0,0,0,188072470
Colombo,Villa,2,1,2,22.2,846.0,4,1,0,0,207117672
Colombo,Villa,1,1,2,6.9,633.0,36,1,0,0,71569174
Colombo,Villa,2,2,1,13.7,1003.0,14,0,0,0,131124177
Colombo,House,4,3,2,13.4,1554.0,4,1,0,1,165928458
Kandy,Villa,2,2,1,14.2,861.0,7,0,0,0,50917649
Colombo,Land & House,5,4,1,15.5,1979.0,19,1,0,1,230161821
Anuradhapura,House,2,1,1,4.5,1080.0,5,0,0,0,16390607
Colombo,Apartment,2,2,2,21.4,950.0,29,0,0,0,75155027
Galle,House,2,1,1,14.0,786.0,3,0,1,0,47099339
Kandy,Land & House,1,1,2,27.5,533.0,5,1,0,1,45034190
Badulla,House,4,3,1,29.3,1664.0,2,0,0,0,26560968
Colombo,Apartment,5,5,1,7.9,1813.0,2,0,0,1,113698865
Kandy,House,4,3,1,4.7,1512.0,5,0,0,0,51788083
Ratnapura,Villa,2,1,1,22.2,665.0,40,0,0,0,17007909
Anuradhapura,House,3,3,1,61.1,1288.0,1,0,0,0,26472676
Kurunegala,House,3,2,1,12.9,1315.0,4,0,0,1,29929654
Colombo,Apartment,6,6,1,8.5,2334.0,5,0,0,0,151773294
Colombo,Land & House,2,2,1,6.6,689.0,14,1,0,0,88176166
Jaffna,House,4,3,2,9.1,1760.0,20,1,1,1,46243382
Ratnapura,House,3,2,1,10.0,1032.0,21,0,0,0,17211213
Negombo,Villa,3,2,2,12.3,1355.0,0,1,0,0,107387382
Negombo,Apartment,3,2,2,20.0,1370.0,16,0,0,1,54729696
Colombo,Land & House,2,2,1,8.8,881.0,15,0,0,1,111076326
Matara,House,4,4,2,4.8,1753.0,11,1,0,1,35558532
Colombo,Apartment,2,1,2,11.0,999.0,7,1,0,1,84566870
Kandy,House,4,4,1,33.0,1353.0,23,0,0,1,50248821
Kandy,House,2,1,3,14.3,1203.0,7,0,1,1,51299685
Galle,Apartment,6,5,2,54.2,2409.0,4,1,1,1,109805808
Colombo,Apartment,2,2,3,14.5,1059.0,6,1,0,1,88678902
Colombo,Villa,5,5,2,8.8,1893.0,9,0,1,0,268428085
Negombo,House,4,3,1,7.2,1704.0,4,1,0,0,79513398
Kandy,House,6,5,1,21.8,2373.0,14,0,0,0,82794270
Negombo,House,3,2,2,15.5,1420.0,29,0,0,0,50189544
Colombo,Land & House,4,3,3,17.9,1782.0,14,1,0,1,207583159
Galle,House,3,2,2,25.1,1098.0,9,1,0,0,61915745
Galle,House,2,2,3,23.4,1226.0,23,1,1,0,57467008
Colombo,House,3,3,1,4.7,1236.0,20,1,1,0,115664128
Kandy,Apartment,2,1,1,28.3,812.0,7,0,1,0,36083141
Colombo,House,6,6,3,15.4,2662.0,14,0,1,0,231280622
Colombo,Land & House,2,2,2,11.5,1084.0,20,0,0,1,127282650
Badulla,House,3,2,3,15.6,1517.0,4,0,0,0,18155218
Kandy,Land & House,4,3,2,18.2,1703.0,7,1,0,0,90557820
Kurunegala,House,3,3,1,6.4,1205.0,2,1,0,0,27131421
Colombo,Apartment,4,3,2,12.1,1767.0,39,1,0,1,92222412
Jaffna,Land & House,2,1,3,10.1,1064.0,1,0,0,0,33350000
Matara,House,3,3,2,10.5,1392.0,3,0,0,0,27101387
Negombo,Land & House,3,2,1,5.4,1107.0,10,1,0,0,67092160
Galle,Apartment,5,5,1,6.6,2033.0,28,0,0,1,60899267
Kandy,Land & House,4,3,2,6.6,1753.0,7,0,0,1,63061411
Kandy,Apartment,6,6,1,11.0,2181.0,21,0,0,1,51736608
Ratnapura,House,1,1,2,37.7,658.0,17,0,0,0,13964926
Kurunegala,House,3,3,1,7.5,1114.0,15,1,0,1,24241506
Ratnapura,House,2,1,1,12.1,1000.0,26,1,0,1,15050136
Colombo,House,1,1,2,9.6,812.0,0,1,0,0,82355118
Matara,House,2,1,1,27.2,919.0,34,1,0,0,18206149
Ratnapura,House,4,3,2,4.8,1855.0,24,0,1,0,28483036
Colombo,House,2,2,1,7.3,865.0,35,0,0,0,56447655
Colombo,Villa,3,2,3,7.5,1576.0,23,0,0,0,148811725
Matara,House,5,5,1,78.3,2022.0,29,1,0,1,46963938
Negombo,House,4,3,1,16.7,1549.0,3,1,0,0,74935738
Kurunegala,Apartment,3,3,2,6.2,1357.0,6,0,0,0,19047064
Colombo,House,3,2,2,8.8,1443.0,6,0,0,1,116059112
Kurunegala,House,3,2,1,6.8,1264.0,2,0,0,1,24353145
Colombo,House,2,2,3,6.0,1074.0,20,0,0,0,68300896
Colombo,Land & House,4,4,2,27.9,1481.0,2,0,0,0,253343648
Colombo,Villa,3,2,3,14.3,1482.0,1,0,0,1,227327553
Kurunegala,House,5,4,2,19.0,1840.0,22,0,0,0,30691658
Jaffna,Apartment,4,3,1,10.0,1450.0,31,0,0,1,22041154
Galle,Apartment,4,4,1,16.1,1462.0,21,0,0,0,43582597
Kandy,Apartment,3,2,1,8.5,1143.0,24,1,0,0,29428254
Anuradhapura,Apartment,2,2,2,9.5,1082.0,14,1,0,0,14881786
Kandy,Apartment,4,4,1,19.8,1653.0,30,1,0,0,40667780
Kurunegala,House,3,2,1,6.4,1250.0,10,1,0,1,23450202
Galle,House,2,2,1,18.4,913.0,39,1,0,0,34162197
Kandy,Apartment,2,1,1,32.7,915.0,1,0,0,0,35156382
Galle,Land & House,2,1,2,5.9,750.0,23,0,0,0,32379821
Kandy,Apartment,4,3,2,38.2,1701.0,15,0,0,0,49091767
Matara,Villa,2,1,2,5.2,820.0,13,0,0,1,28910568
Galle,Land & House,3,2,3,10.4,1550.0,19,1,0,0,68760896
Colombo,House,3,2,2,18.1,1140.0,25,1,0,1,127042789
Anuradhapura,Apartment,3,2,3,16.3,1481.0,27,0,0,1,16478607
Kandy,Apartment,5,4,1,5.5,1954.0,3,0,0,0,55926043
Galle,Land & House,5,5,1,28.1,1788.0,3,1,0,0,108734329
Anuradhapura,Land & House,3,3,1,58.3,1296.0,0,0,1,0,35468857
Negombo,Apartment,1,1,1,7.0,550.0,2,0,0,0,17835814
Colombo,House,3,2,3,37.8,1538.0,5,1,1,0,277552060
Ratnapura,Villa,4,3,2,16.2,1769.0,19,1,0,0,44510895
Negombo,House,3,3,1,45.2,1164.0,10,0,0,0,87443179
Kandy,Villa,4,4,2,6.9,1715.0,21,0,0,0,70405742
Colombo,Land & House,2,1,2,27.6,1001.0,10,1,0,0,185961703
Kurunegala,House,4,3,1,4.9,1548.0,12,1,0,0,29140912
Negombo,Apartment,2,1,2,36.2,932.0,2,0,0,0,66189979
Galle,House,4,4,3,20.8,1725.0,22,1,0,0,65726164
Anuradhapura,House,3,3,2,10.9,1316.0,21,0,0,0,17402458
Matara,House,4,4,2,7.2,1660.0,6,1,0,0,36764904
Colombo,Villa,1,1,1,29.4,426.0,6,1,0,0,166310664
Kandy,Land & House,3,3,1,17.9,1285.0,4,1,0,0,71313457
Colombo,Land & House,4,3,1,10.7,1432.0,24,0,0,1,144362119
Matara,House,2,2,2,12.8,982.0,20,0,0,0,17122438
Colombo,Land & House,4,4,1,30.3,1666.0,14,0,0,0,242889206
Negombo,Villa,4,4,1,10.2,1640.0,4,0,1,1,141256063
Matara,House,3,2,3,5.4,1621.0,3,0,0,0,33924796
Anuradhapura,House,3,2,2,40.3,1290.0,0,0,0,0,28680795
Kandy,House,3,2,2,11.3,1428.0,0,1,0,1,55379040
Kurunegala,Land & House,3,3,1,10.4,1093.0,3,0,0,0,26444220
Colombo,Apartment,3,3,1,7.4,1172.0,1,0,0,0,72910096
Kurunegala,Villa,4,4,1,38.2,1531.0,12,0,0,1,53608914
Colombo,House,3,3,2,7.7,1292.0,7,0,0,0,99697958
Kandy,Villa,2,1,1,19.2,813.0,9,0,0,1,58724211
Kurunegala,House,2,1,2,35.9,950.0,14,0,0,0,21634948
Colombo,House,1,1,3,4.5,701.0,16,0,0,0,46787264
Colombo,Apartment,3,2,1,30.5,1285.0,16,0,0,1,120806976
Matara,House,4,3,1,11.9,1531.0,5,1,0,0,37651389
Matara,Villa,4,4,2,20.1,1720.0,23,0,0,0,53775236
Negombo,House,2,1,3,11.0,1166.0,33,0,0,0,41869339
